"","MapCountry","AgeChild","AgeAdult","AgeOlderAdult"
"3313","United Kingdom","No","Yes","Yes"
"3314","Spain","No","Yes","Yes"
"3315","France","No","Yes","Yes"
"3316","Egypt","No","Yes","No"
"3317","China","No","Yes","Yes"
"3318","France","No","Yes","Yes"
"3319","Egypt","Yes","Yes","Yes"
"3320","United States","No","Yes","Yes"
"3322","Belgium","No","Yes","Yes"
"3323","Switzerland","No","Yes","Yes"
"3324","France","Yes","No","No"
"3325","Armenia","No","Yes","Yes"
"3326","Argentina","No","Yes","Yes"
"3327","Spain","No","Yes","Yes"
"3328","Belgium","No","Yes","Yes"
"3329","Canada","No","Yes","Yes"
"3330","Spain","No","Yes","No"
"3331","Canada","Yes","Yes","Yes"
"3332","United States","No","Yes","Yes"
"3333","Norway","No","Yes","Yes"
"3334","Cambodia","No","Yes","Yes"
"3335","Norway","No","Yes","Yes"
"3336","France","No","Yes","Yes"
"3337","United States","No","Yes","Yes"
"3338","United States","No","Yes","Yes"
"3339","United States","No","Yes","Yes"
"3340","Spain","Yes","Yes","Yes"
"3341","United States","No","Yes","Yes"
"3342","Denmark","No","Yes","Yes"
"3343","Greece","No","Yes","Yes"
"3344","Canada","No","Yes","Yes"
"3345","Italy","No","Yes","Yes"
"3346","Netherlands","No","Yes","Yes"
"3347","Belgium","No","Yes","Yes"
"3348","United States","No","Yes","Yes"
"3349","France","No","Yes","Yes"
"3351","Albania","No","Yes","Yes"
"3352","Qatar","Yes","Yes","Yes"
"3356","France","Yes","Yes","Yes"
"3357","Germany","No","Yes","Yes"
"3358","Canada","Yes","No","No"
"3359","United States","No","Yes","Yes"
"3360","United Kingdom","No","Yes","Yes"
"3361","United Kingdom","Yes","Yes","Yes"
"3362","United Kingdom","No","Yes","Yes"
"3363","Pakistan","Yes","Yes","Yes"
"3364","France","No","Yes","Yes"
"3365","France","No","Yes","Yes"
"3366","France","No","Yes","Yes"
"3367","Turkey","No","Yes","Yes"
"3368","Germany","No","Yes","Yes"
"3369","United Kingdom","Yes","Yes","Yes"
"3370","United Kingdom","No","Yes","Yes"
"3371","United States","No","Yes","Yes"
"3373","Brazil","Yes","Yes","Yes"
"3374","Turkey","No","Yes","Yes"
"3376","Denmark","No","Yes","Yes"
"3377","Switzerland","No","Yes","Yes"
"3378","Norway","No","Yes","Yes"
"3379","France","No","Yes","Yes"
"3380","United States","No","Yes","Yes"
"3381","France","No","Yes","Yes"
"3383","Tunisia","Yes","Yes","Yes"
"3384","United States","No","Yes","Yes"
"3385","United States","No","Yes","Yes"
"3386","China","No","Yes","Yes"
"3387","Germany","No","Yes","Yes"
"3388","China","No","Yes","Yes"
"3389","Canada","No","Yes","Yes"
"3390","United States","No","Yes","Yes"
"3391","Russian Federation","No","Yes","Yes"
"3392","United Kingdom","Yes","Yes","Yes"
"3393","Canada","No","Yes","Yes"
"3394","United States","Yes","Yes","No"
"3395","India","No","Yes","Yes"
"3398","Egypt","No","Yes","Yes"
"3400","Georgia","Yes","Yes","Yes"
"3401","France","No","Yes","Yes"
"3402","China","Yes","Yes","Yes"
"3403","Georgia","No","Yes","Yes"
"3404","Argentina","No","Yes","Yes"
"3405","United States","Yes","Yes","Yes"
"3406","United Kingdom","No","Yes","Yes"
"3407","United States","No","Yes","Yes"
"3408","United Kingdom","Yes","Yes","Yes"
"3409","Italy","No","Yes","Yes"
"3410","United States","No","Yes","Yes"
"3411","Sweden","No","Yes","Yes"
"3412","United States","Yes","Yes","Yes"
"3413","United Kingdom","No","Yes","Yes"
"3414","Italy","No","Yes","Yes"
"3415","France","No","Yes","Yes"
"3416","Singapore","No","Yes","Yes"
"3418","United States","No","Yes","Yes"
"3419","France","No","Yes","Yes"
"3421","France","No","Yes","Yes"
"3422","Italy","Yes","Yes","Yes"
"3423","United States","No","Yes","No"
"3424","Denmark","No","Yes","Yes"
"3425","China","No","Yes","No"
"3426","Turkey","No","Yes","Yes"
"3427","Australia","Yes","Yes","Yes"
"3428","Brazil","No","Yes","Yes"
"3429","France","No","Yes","Yes"
"3430","Turkey","No","Yes","Yes"
"3431","United States","No","Yes","Yes"
"3432","Hong Kong","No","Yes","Yes"
"3434","France","No","Yes","Yes"
"3435","United States","No","Yes","Yes"
"3436","Canada","No","Yes","No"
"3437","China","No","Yes","No"
"3438","Norway","No","Yes","Yes"
"3439","France","No","Yes","Yes"
"3440","United States","No","Yes","Yes"
"3441","Canada","No","Yes","Yes"
"3442","Colombia","No","Yes","Yes"
"3443","China","No","Yes","Yes"
"3444","Canada","No","Yes","Yes"
"3446","United States","No","Yes","No"
"3447","Belgium","No","Yes","No"
"3448","Iran, Islamic Republic of","No","Yes","Yes"
"3449","United States","No","Yes","Yes"
"3450","Canada","No","Yes","Yes"
"3451","France","No","Yes","Yes"
"3452","United States","Yes","Yes","Yes"
"3454","United States","No","Yes","Yes"
"3455","Mexico","No","Yes","Yes"
"3456","United States","No","Yes","Yes"
"3457","Israel","No","Yes","Yes"
"3458","Germany","No","Yes","Yes"
"3459","France","No","Yes","Yes"
"3460","Tunisia","No","Yes","Yes"
"3461","Belgium","No","Yes","Yes"
"3462","Austria","No","Yes","Yes"
"3463","United States","No","Yes","Yes"
"3465","Germany","No","Yes","No"
"3467","Sweden","Yes","Yes","Yes"
"3469","Italy","Yes","Yes","Yes"
"3470","Canada","No","Yes","Yes"
"3471","United States","No","Yes","Yes"
"3472","Italy","Yes","Yes","Yes"
"3473","United Kingdom","No","Yes","Yes"
"3474","China","Yes","Yes","Yes"
"3475","Argentina","Yes","Yes","Yes"
"3476","United Kingdom","Yes","Yes","Yes"
"3477","Brazil","No","Yes","Yes"
"3478","Singapore","No","Yes","Yes"
"3482","Denmark","No","Yes","Yes"
"3483","Mexico","No","Yes","Yes"
"3484","France","No","Yes","Yes"
"3485","United Kingdom","Yes","Yes","Yes"
"3488","France","Yes","Yes","No"
"3489","France","No","Yes","Yes"
"3492","France","No","Yes","Yes"
"3493","United States","No","Yes","Yes"
"3495","France","No","Yes","Yes"
"3496","Poland","No","Yes","Yes"
"3497","Israel","No","Yes","Yes"
"3498","Jersey","No","Yes","Yes"
"3499","China","Yes","No","No"
"3500","United States","No","Yes","Yes"
"3501","France","No","Yes","Yes"
"3502","Spain","No","Yes","Yes"
"3504","China","No","Yes","No"
"3505","Hong Kong","No","Yes","Yes"
"3506","United Kingdom","Yes","Yes","Yes"
"3507","United States","No","Yes","Yes"
"3508","Chile","No","Yes","Yes"
"3510","Italy","No","Yes","Yes"
"3511","Italy","Yes","Yes","Yes"
"3512","Egypt","No","Yes","Yes"
"3513","Mexico","Yes","Yes","Yes"
"3514","Turkey","No","Yes","Yes"
"3515","Italy","No","Yes","Yes"
"3517","China","No","Yes","No"
"3518","Egypt","Yes","Yes","Yes"
"3520","United States","No","Yes","Yes"
"3521","Italy","No","Yes","Yes"
"3522","Kuwait","Yes","Yes","Yes"
"3523","France","No","Yes","Yes"
"3524","United States","No","Yes","Yes"
"3525","Spain","Yes","Yes","Yes"
"3526","China","No","Yes","Yes"
"3527","United States","No","Yes","Yes"
"3528","United Kingdom","No","Yes","Yes"
"3529","United Kingdom","No","Yes","Yes"
"3530","United Kingdom","No","Yes","Yes"
"3531","Turkey","No","Yes","Yes"
"3533","Monaco","No","Yes","Yes"
"3534","Egypt","Yes","Yes","Yes"
"3535","United States","No","Yes","Yes"
"3536","United States","No","Yes","Yes"
"3537","France","No","Yes","Yes"
"3539","France","No","Yes","Yes"
"3540","Spain","No","Yes","Yes"
"3541","United States","No","Yes","Yes"
"3542","China","No","Yes","No"
"3543","Greece","No","Yes","Yes"
"3544","Netherlands","No","Yes","Yes"
"3545","United States","No","Yes","Yes"
"3546","Belarus","No","Yes","Yes"
"3547","United States","No","Yes","Yes"
"3548","Spain","Yes","Yes","Yes"
"3550","United States","Yes","Yes","Yes"
"3551","India","No","Yes","Yes"
"3552","Hungary","No","Yes","Yes"
"3553","Lebanon","No","Yes","Yes"
"3554","United States","No","Yes","Yes"
"3556","Australia","No","Yes","Yes"
"3557","France","Yes","Yes","Yes"
"3558","United States","No","Yes","Yes"
"3559","United States","Yes","Yes","No"
"3561","Indonesia","Yes","Yes","Yes"
"3562","United States","No","Yes","Yes"
"3564","France","Yes","Yes","Yes"
"3565","Canada","No","Yes","Yes"
"3566","Spain","Yes","Yes","Yes"
"3567","Netherlands","Yes","Yes","Yes"
"3568","Thailand","No","Yes","Yes"
"3569","Canada","No","Yes","Yes"
"3570","China","Yes","Yes","Yes"
"3571","France","No","Yes","Yes"
"3572","United States","No","Yes","Yes"
"3574","United Kingdom","Yes","Yes","Yes"
"3577","Jersey","No","Yes","Yes"
"3579","United States","No","Yes","Yes"
"3580","Canada","No","Yes","Yes"
"3582","France","No","Yes","Yes"
"3583","France","No","Yes","Yes"
"3584","Argentina","No","Yes","Yes"
"3585","Canada","No","Yes","Yes"
"3586","Turkey","No","Yes","Yes"
"3587","United States","No","Yes","Yes"
"3588","France","No","Yes","Yes"
"3589","France","No","Yes","Yes"
"3590","Turkey","No","Yes","Yes"
"3591","United States","Yes","Yes","Yes"
"3592","Mexico","No","Yes","Yes"
"3594","China","Yes","Yes","Yes"
"3595","France","No","Yes","Yes"
"3596","Spain","No","Yes","Yes"
"3597","China","No","Yes","Yes"
"3598","Brazil","Yes","Yes","No"
"3599","China","Yes","Yes","Yes"
"3601","China","Yes","Yes","Yes"
"3602","Hong Kong","No","Yes","Yes"
"3604","France","No","Yes","Yes"
"3605","Portugal","No","Yes","Yes"
"3606","Iraq","No","Yes","Yes"
"3607","China","No","Yes","Yes"
"3609","India","Yes","Yes","Yes"
"3610","United States","Yes","Yes","No"
"3611","France","No","Yes","Yes"
"3612","Turkey","No","Yes","Yes"
"3614","Belgium","No","Yes","Yes"
"3615","Malaysia","No","Yes","Yes"
"3616","Spain","No","Yes","Yes"
"3617","Brazil","No","Yes","Yes"
"3620","United States","No","Yes","Yes"
"3621","Singapore","No","Yes","Yes"
"3624","Norway","No","Yes","Yes"
"3625","France","No","Yes","Yes"
"3626","France","Yes","Yes","Yes"
"3628","France","No","Yes","Yes"
"3630","Mexico","No","Yes","Yes"
"3631","France","No","Yes","Yes"
"3632","United States","Yes","No","No"
"3633","China","No","Yes","Yes"
"3635","United States","No","Yes","Yes"
"3636","Italy","No","Yes","No"
"3638","Canada","No","Yes","Yes"
"3639","Austria","No","Yes","Yes"
"3640","Italy","No","Yes","Yes"
"3641","France","Yes","Yes","Yes"
"3642","Argentina","No","Yes","Yes"
"3643","Canada","No","Yes","Yes"
"3644","France","No","Yes","No"
"3645","United States","Yes","Yes","No"
"3647","Jersey","No","Yes","Yes"
"3648","United States","Yes","Yes","No"
"3649","Germany","No","Yes","Yes"
"3652","Canada","No","Yes","Yes"
"3653","United Kingdom","No","Yes","Yes"
"3654","United States","No","Yes","Yes"
"3655","France","No","Yes","Yes"
"3656","Mexico","No","Yes","No"
"3657","Sweden","No","Yes","Yes"
"3658","United States","No","Yes","Yes"
"3659","Belgium","No","Yes","No"
"3660","Italy","No","Yes","Yes"
"3661","Brazil","No","Yes","Yes"
"3662","Germany","No","Yes","No"
"3663","Russian Federation","No","Yes","Yes"
"3664","Spain","No","Yes","Yes"
"3665","Denmark","No","Yes","Yes"
"3666","Denmark","Yes","Yes","Yes"
"3667","Canada","No","Yes","Yes"
"3668","Russian Federation","No","Yes","Yes"
"3669","United States","No","Yes","Yes"
"3670","France","No","Yes","Yes"
"3671","France","No","Yes","Yes"
"3672","China","No","Yes","Yes"
"3673","Pakistan","No","Yes","Yes"
"3675","Spain","No","Yes","Yes"
"3676","France","No","Yes","Yes"
"3677","France","No","Yes","Yes"
"3678","Mexico","No","Yes","Yes"
"3679","United Kingdom","No","Yes","Yes"
"3680","Singapore","No","Yes","Yes"
"3681","United States","No","Yes","Yes"
"3682","India","Yes","Yes","Yes"
"3683","United States","Yes","Yes","Yes"
"3684","Turkey","No","Yes","Yes"
"3686","France","No","Yes","Yes"
"3687","United States","No","Yes","Yes"
"3688","United Kingdom","No","Yes","Yes"
"3689","United States","No","Yes","Yes"
"3690","United States","No","Yes","Yes"
"3691","Italy","No","Yes","Yes"
"3692","France","No","Yes","Yes"
"3693","Italy","No","Yes","No"
"3694","France","No","Yes","Yes"
"3695","Kuwait","Yes","Yes","Yes"
"3696","Austria","Yes","Yes","Yes"
"3697","China","Yes","Yes","Yes"
"3698","United States","No","Yes","Yes"
"3701","United States","No","Yes","Yes"
"3702","Canada","No","Yes","No"
"3703","United States","No","Yes","Yes"
"3704","Egypt","No","Yes","Yes"
"3705","Italy","No","Yes","Yes"
"3706","Mexico","No","Yes","Yes"
"3707","Turkey","No","Yes","Yes"
"3709","Mexico","No","Yes","Yes"
"3710","Turkey","No","Yes","Yes"
"3711","Canada","No","Yes","Yes"
"3712","France","No","Yes","Yes"
"3715","Greece","No","Yes","Yes"
"3716","Poland","No","Yes","Yes"
"3717","France","No","Yes","No"
"3718","Canada","Yes","Yes","No"
"3719","United Kingdom","No","Yes","Yes"
"3721","Kazakhstan","No","Yes","Yes"
"3722","Turkey","No","Yes","Yes"
"3723","France","No","Yes","Yes"
"3724","United States","No","Yes","Yes"
"3725","Mexico","No","Yes","No"
"3726","France","No","Yes","Yes"
"3727","Germany","No","Yes","Yes"
"3728","Israel","No","Yes","Yes"
"3730","Sweden","Yes","Yes","Yes"
"3731","France","No","Yes","Yes"
"3732","Italy","Yes","Yes","Yes"
"3733","Turkey","No","Yes","Yes"
"3734","France","No","Yes","Yes"
"3735","United Kingdom","Yes","Yes","Yes"
"3736","United States","No","Yes","Yes"
"3737","France","Yes","Yes","Yes"
"3738","United States","No","Yes","Yes"
"3739","France","No","Yes","Yes"
"3740","Brazil","No","Yes","Yes"
"3741","France","No","Yes","Yes"
"3742","Canada","No","Yes","Yes"
"3744","Egypt","Yes","Yes","Yes"
"3746","Turkey","No","Yes","Yes"
"3747","Italy","Yes","Yes","Yes"
"3749","France","Yes","No","No"
"3750","Turkey","Yes","No","No"
"3751","Sweden","No","Yes","Yes"
"3753","Colombia","No","Yes","Yes"
"3754","United States","Yes","Yes","Yes"
"3755","Algeria","Yes","Yes","Yes"
"3756","France","No","Yes","No"
"3758","United States","No","Yes","Yes"
"3759","United Kingdom","No","Yes","Yes"
"3760","Colombia","No","Yes","Yes"
"3762","Switzerland","No","Yes","Yes"
"3763","United Kingdom","No","Yes","No"
"3764","France","No","Yes","Yes"
"3766","France","No","Yes","Yes"
"3767","France","Yes","Yes","Yes"
"3768","United States","No","Yes","Yes"
"3769","Spain","No","Yes","Yes"
"3770","France","Yes","Yes","Yes"
"3771","United States","Yes","Yes","Yes"
"3772","France","No","Yes","Yes"
"3773","Sweden","No","Yes","Yes"
"3774","Italy","No","Yes","Yes"
"3775","France","Yes","No","No"
"3776","Canada","No","Yes","Yes"
"3777","France","Yes","Yes","Yes"
"3779","Egypt","No","Yes","No"
"3780","France","No","Yes","Yes"
"3783","China","No","Yes","Yes"
"3784","France","Yes","Yes","Yes"
"3785","United Kingdom","Yes","No","No"
"3786","Spain","Yes","Yes","Yes"
"3787","Jersey","No","Yes","Yes"
"3788","Egypt","No","Yes","Yes"
"3789","Italy","Yes","Yes","Yes"
"3790","France","No","Yes","Yes"
"3791","Italy","No","Yes","Yes"
"3792","Egypt","Yes","Yes","No"
"3793","Brazil","Yes","Yes","Yes"
"3794","France","Yes","No","No"
"3795","Canada","No","Yes","Yes"
"3796","Egypt","No","Yes","No"
"3797","France","No","Yes","Yes"
"3798","Pakistan","Yes","Yes","Yes"
"3799","Turkey","No","Yes","Yes"
"3800","China","No","Yes","Yes"
"3802","Turkey","No","Yes","Yes"
"3803","Brazil","No","Yes","Yes"
"3805","South Africa","No","Yes","Yes"
"3806","Canada","No","Yes","Yes"
"3807","France","Yes","Yes","Yes"
"3808","Italy","No","Yes","Yes"
"3809","Egypt","No","Yes","No"
"3810","France","Yes","Yes","Yes"
"3812","France","No","Yes","Yes"
"3814","United States","Yes","Yes","Yes"
"3816","France","No","Yes","Yes"
"3817","Switzerland","No","Yes","Yes"
"3819","France","Yes","Yes","Yes"
"3820","Canada","No","Yes","Yes"
"3822","India","No","Yes","Yes"
"3823","France","Yes","Yes","Yes"
"3824","Italy","No","Yes","Yes"
"3825","France","No","Yes","Yes"
"3827","Egypt","Yes","Yes","Yes"
"3829","Israel","No","Yes","Yes"
"3831","Portugal","No","Yes","Yes"
"3832","Switzerland","No","Yes","Yes"
"3833","Jordan","No","Yes","Yes"
"3834","Canada","Yes","Yes","Yes"
"3835","Georgia","No","Yes","Yes"
"3836","Denmark","No","Yes","Yes"
"3837","France","No","Yes","No"
"3838","United Kingdom","Yes","Yes","Yes"
"3839","Belgium","No","Yes","Yes"
"3840","Turkey","No","Yes","Yes"
"3842","Turkey","No","Yes","Yes"
"3843","United States","No","Yes","Yes"
"3845","Turkey","No","Yes","Yes"
"3846","France","No","Yes","Yes"
"3847","Spain","No","Yes","Yes"
"3848","United Kingdom","No","Yes","No"
"3849","Turkey","No","Yes","Yes"
"3853","France","No","Yes","Yes"
"3854","United States","No","Yes","No"
"3855","Malaysia","Yes","No","No"
"3856","France","No","Yes","Yes"
"3857","Mexico","No","Yes","Yes"
"3858","French Guiana","No","Yes","Yes"
"3859","Turkey","No","Yes","No"
"3863","United States","No","Yes","Yes"
"3865","Brazil","No","Yes","Yes"
"3866","France","No","Yes","Yes"
"3867","Turkey","No","Yes","Yes"
"3868","Germany","No","Yes","Yes"
"3869","France","No","Yes","Yes"
"3870","France","No","Yes","Yes"
"3871","India","No","Yes","No"
"3873","Germany","No","Yes","Yes"
"3874","Egypt","No","Yes","Yes"
"3875","Switzerland","No","Yes","Yes"
"3876","United States","No","Yes","Yes"
"3877","Germany","No","Yes","Yes"
"3878","United Kingdom","Yes","Yes","Yes"
"3879","Sweden","No","Yes","Yes"
"3880","Italy","No","Yes","Yes"
"3881","Brazil","No","Yes","Yes"
"3882","Singapore","No","Yes","Yes"
"3883","Brazil","No","Yes","Yes"
"3884","France","No","Yes","Yes"
"3886","United States","Yes","Yes","Yes"
"3888","France","No","Yes","Yes"
"3889","United Kingdom","No","Yes","No"
"3890","France","No","Yes","Yes"
"3891","United Arab Emirates","No","Yes","Yes"
"3892","France","No","Yes","Yes"
"3893","Russian Federation","No","Yes","No"
"3894","China","Yes","Yes","Yes"
"3895","France","No","Yes","Yes"
"3896","United States","No","Yes","Yes"
"3898","Colombia","No","Yes","Yes"
"3899","France","No","Yes","Yes"
"3900","France","No","Yes","Yes"
"3901","France","Yes","Yes","Yes"
"3902","China","Yes","Yes","Yes"
"3903","France","No","Yes","Yes"
"3904","Egypt","No","Yes","Yes"
"3905","Norway","No","Yes","Yes"
"3906","United Kingdom","No","Yes","Yes"
"3907","United States","No","Yes","Yes"
"3908","Brazil","No","Yes","Yes"
"3909","Turkey","No","Yes","Yes"
"3910","United States","No","Yes","Yes"
"3911","Canada","No","Yes","Yes"
"3912","United States","No","Yes","Yes"
"3913","Canada","No","Yes","Yes"
"3914","France","No","Yes","Yes"
"3915","France","No","Yes","Yes"
"3916","France","No","Yes","Yes"
"3918","Turkey","Yes","Yes","Yes"
"3919","Belgium","No","Yes","Yes"
"3920","France","No","Yes","Yes"
"3921","China","No","Yes","Yes"
"3922","United States","No","Yes","Yes"
"3923","China","No","Yes","Yes"
"3924","United States","Yes","Yes","Yes"
"3925","Norway","Yes","Yes","No"
"3926","United States","No","Yes","Yes"
"3927","France","No","Yes","Yes"
"3928","France","No","Yes","Yes"
"3931","United States","Yes","No","No"
"3932","United Kingdom","Yes","Yes","Yes"
"3933","Brazil","No","Yes","Yes"
"3934","United States","Yes","Yes","Yes"
"3936","France","Yes","Yes","Yes"
"3937","United States","No","Yes","Yes"
"3938","United Kingdom","Yes","Yes","Yes"
"3940","United States","No","Yes","Yes"
"3941","United States","No","Yes","Yes"
"3942","Egypt","No","Yes","Yes"
"3943","Spain","No","Yes","Yes"
"3944","China","No","Yes","Yes"
"3945","Japan","No","Yes","Yes"
"3946","Georgia","Yes","Yes","Yes"
"3947","United Kingdom","Yes","Yes","No"
"3948","Belgium","No","Yes","Yes"
"3949","Brazil","No","Yes","Yes"
"3950","Sweden","No","Yes","Yes"
"3951","Korea, Republic of","No","Yes","No"
"3952","France","Yes","Yes","Yes"
"3953","France","No","Yes","Yes"
"3956","Germany","No","Yes","Yes"
"3957","Argentina","No","Yes","Yes"
"3958","China","Yes","Yes","Yes"
"3960","France","No","Yes","Yes"
"3961","Italy","Yes","Yes","Yes"
"3962","United States","No","Yes","Yes"
"3964","Germany","No","Yes","Yes"
"3965","United States","No","Yes","Yes"
"3966","Canada","No","Yes","Yes"
"3967","Germany","Yes","Yes","No"
"3968","Brazil","No","Yes","Yes"
"3969","United States","No","Yes","Yes"
"3970","China","Yes","Yes","Yes"
"3971","France","No","Yes","Yes"
"3972","United States","Yes","Yes","Yes"
"3973","Germany","No","Yes","Yes"
"3974","Egypt","No","Yes","No"
"3975","Spain","No","Yes","Yes"
"3976","China","Yes","Yes","Yes"
"3977","Poland","Yes","Yes","Yes"
"3979","China","No","Yes","No"
"3981","Switzerland","No","Yes","Yes"
"3982","Saudi Arabia","Yes","Yes","Yes"
"3983","China","Yes","Yes","Yes"
"3984","United States","No","Yes","Yes"
"3985","Saudi Arabia","No","Yes","Yes"
"3986","China","No","Yes","Yes"
"3988","Japan","No","Yes","Yes"
"3989","United Kingdom","No","Yes","No"
"3990","Italy","Yes","Yes","Yes"
"3991","Canada","No","Yes","Yes"
"3992","United States","No","Yes","Yes"
"3993","United States","No","Yes","Yes"
"3994","Israel","No","Yes","Yes"
"3995","United Kingdom","No","Yes","Yes"
"3997","Burkina Faso","No","Yes","Yes"
"3998","Brazil","No","Yes","Yes"
"3999","India","No","Yes","No"
"4000","Italy","No","Yes","No"
"4001","Italy","No","Yes","Yes"
"4002","United States","Yes","No","No"
"4003","United States","No","Yes","Yes"
"4004","Canada","No","Yes","Yes"
"4007","Turkey","Yes","Yes","Yes"
"4009","United States","No","Yes","Yes"
"4010","Spain","Yes","Yes","Yes"
"4011","Canada","No","Yes","Yes"
"4012","Singapore","No","Yes","Yes"
"4013","France","Yes","No","No"
"4014","Denmark","No","Yes","Yes"
"4015","Canada","No","Yes","Yes"
"4016","Italy","No","Yes","No"
"4017","Sweden","No","Yes","Yes"
"4018","United States","No","Yes","Yes"
"4019","Jersey","No","Yes","Yes"
"4020","United Kingdom","Yes","No","No"
"4021","United States","No","Yes","No"
"4022","Australia","No","Yes","Yes"
"4023","United States","No","Yes","Yes"
"4025","United States","No","Yes","Yes"
"4026","United States","No","Yes","Yes"
"4027","United States","No","Yes","Yes"
"4028","Turkey","No","Yes","Yes"
"4029","Egypt","No","Yes","No"
"4030","United Kingdom","Yes","No","No"
"4031","United States","No","Yes","Yes"
"4032","Canada","No","Yes","Yes"
"4033","Germany","Yes","Yes","Yes"
"4034","Canada","No","Yes","Yes"
"4035","Canada","No","Yes","Yes"
"4036","Turkey","No","Yes","No"
"4037","China","Yes","Yes","Yes"
"4038","Turkey","No","Yes","Yes"
"4039","France","Yes","Yes","Yes"
"4040","Canada","No","Yes","Yes"
"4041","United Kingdom","No","Yes","No"
"4042","China","Yes","Yes","Yes"
"4045","Hong Kong","No","Yes","Yes"
"4046","France","Yes","Yes","Yes"
"4047","Hong Kong","No","Yes","Yes"
"4048","United States","No","Yes","Yes"
"4049","Spain","No","Yes","Yes"
"4050","United States","No","Yes","Yes"
"4051","Germany","No","Yes","No"
"4052","Canada","Yes","No","No"
"4053","Turkey","Yes","Yes","Yes"
"4054","Turkey","No","Yes","No"
"4057","United States","Yes","Yes","Yes"
"4058","United Kingdom","No","Yes","Yes"
"4060","Canada","No","Yes","Yes"
"4061","United States","No","Yes","Yes"
"4062","Egypt","No","Yes","Yes"
"4063","France","No","Yes","Yes"
"4064","Honduras","No","Yes","Yes"
"4065","Israel","No","Yes","Yes"
"4066","South Africa","No","Yes","Yes"
"4067","Egypt","No","Yes","No"
"4069","Belgium","Yes","Yes","Yes"
"4070","United States","No","Yes","Yes"
"4071","France","No","Yes","Yes"
"4072","Egypt","Yes","Yes","Yes"
"4073","United Kingdom","Yes","Yes","Yes"
"4074","Russian Federation","No","Yes","Yes"
"4075","Brazil","No","Yes","Yes"
"4077","China","Yes","Yes","Yes"
"4080","Spain","No","Yes","Yes"
"4081","France","Yes","Yes","No"
"4082","United States","Yes","Yes","Yes"
"4083","United Kingdom","No","Yes","Yes"
"4084","Jordan","No","Yes","Yes"
"4085","Egypt","No","Yes","Yes"
"4086","Canada","No","Yes","Yes"
"4087","United Kingdom","No","Yes","No"
"4088","United States","No","Yes","Yes"
"4089","United States","No","Yes","Yes"
"4091","France","Yes","Yes","No"
"4092","Netherlands","No","Yes","Yes"
"4093","Italy","No","Yes","Yes"
"4094","Italy","Yes","Yes","No"
"4095","Saudi Arabia","No","Yes","Yes"
"4096","United Kingdom","Yes","Yes","Yes"
"4097","Spain","No","Yes","Yes"
"4098","United Kingdom","No","Yes","Yes"
"4099","Egypt","No","Yes","No"
"4100","Egypt","No","Yes","Yes"
"4102","United States","No","Yes","Yes"
"4103","United States","No","Yes","Yes"
"4104","Spain","No","Yes","Yes"
"4105","France","No","Yes","Yes"
"4106","France","Yes","Yes","Yes"
"4107","Egypt","No","Yes","No"
"4108","China","No","Yes","Yes"
"4110","United States","No","Yes","Yes"
"4111","United States","No","Yes","Yes"
"4113","Turkey","No","Yes","Yes"
"4114","China","No","Yes","No"
"4116","Austria","No","Yes","Yes"
"4117","Canada","No","Yes","Yes"
"4118","Switzerland","No","Yes","Yes"
"4119","Norway","No","Yes","Yes"
"4120","Hong Kong","No","Yes","Yes"
"4121","United States","Yes","Yes","Yes"
"4122","United States","No","Yes","Yes"
"4124","United States","No","Yes","Yes"
"4125","China","No","Yes","Yes"
"4126","Canada","No","Yes","Yes"
"4127","Israel","No","Yes","Yes"
"4128","Poland","No","Yes","Yes"
"4129","United States","No","Yes","No"
"4130","United States","No","Yes","Yes"
"4131","United States","No","Yes","Yes"
"4133","United States","No","Yes","Yes"
"4134","Singapore","No","Yes","Yes"
"4135","Switzerland","No","Yes","Yes"
"4136","United States","No","Yes","Yes"
"4137","United Kingdom","Yes","Yes","Yes"
"4138","Belgium","No","Yes","Yes"
"4140","United States","No","Yes","Yes"
"4141","Canada","Yes","Yes","No"
"4142","Canada","No","Yes","Yes"
"4143","France","Yes","Yes","Yes"
"4144","France","Yes","Yes","Yes"
"4145","United States","No","Yes","Yes"
"4146","United States","No","Yes","Yes"
"4148","United States","No","Yes","Yes"
"4149","Turkey","No","Yes","No"
"4150","Poland","No","Yes","Yes"
"4152","United States","Yes","Yes","Yes"
"4153","Poland","No","Yes","Yes"
"4154","Sweden","No","Yes","Yes"
"4157","Sweden","No","Yes","Yes"
"4159","Turkey","No","Yes","No"
"4160","Turkey","No","Yes","No"
"4161","Turkey","No","Yes","No"
"4162","Canada","No","Yes","Yes"
"4163","Belgium","No","Yes","Yes"
"4165","Cyprus","No","Yes","Yes"
"4166","Turkey","No","Yes","No"
"4167","Turkey","No","Yes","No"
"4168","Singapore","No","Yes","Yes"
"4169","United Kingdom","No","Yes","Yes"
"4170","Bangladesh","No","Yes","No"
"4171","Turkey","No","Yes","No"
"4172","France","No","Yes","Yes"
"4173","China","No","Yes","Yes"
"4174","Belgium","Yes","No","No"
